"#"	"CCN"	"name"	"phone"	"city"	"state"	"zip"	"url"	"domain"	"email"	"emails"	"aux_urls"	"home_url"	"domains"
"91"	"017152"	"GENTIVA HEALTH SERVICES"	"2562494363"	"SYLACAUGA"	"AL"	"35150"	""	"homehealth.gentiva.com"	""	""	""	"http://homehealth.gentiva.com/sylacauga/branch/index.php"	"homehealth.gentiva.com,www.sylacauga.gentivahomehealth.com"
"92"	"017153"	"COMFORT CARE HOME HEALTH"	"2056850421"	"ALABASTER"	"AL"	"35007"	""	"comfortcarehomehealth.com"	""	""	""	"http://comfortcarehomehealth.com"	"comfortcarehomehealth.com"
"93"	"017154"	"AMEDISYS HOME HEALTH"	"2056553707"	"TRUSSVILLE"	"AL"	"35173"	""	"www.amedisys.com"	"info@amedisys.com"	"info@amedisys.com"	"http://www.amedisys.com/privacy.aspx,http://www.amedisys.com/our-company/contact-us.aspx"	"http://www.amedisys.com"	"www.amedisys.com"
"94"	"017155"	"ALACARE HOME HEALTH & HOSPICE (MOBILE)"	"2513410707"	"MOBILE"	"AL"	"36609"	""	"www.alacare.com"	""	""	""	"http://www.alacare.com"	"www.alacare.com"
"95"	"017156"	"BAPTIST CITIZENS HOME HEALTH CARE"	"2567614363"	"TALLADEGA"	"AL"	"35160"	""	"www.bhsalla.com"	""	""	""	"http://www.bhsalla.com"	"www.bhsalla.com"
"96"	"017157"	"AMEDISYS HOME HEALTH OF OPELIKA"	"3348877234"	"OPELIKA"	"AL"	"36801"	""	"www.amedisys.com"	"info@amedisys.com"	"info@amedisys.com"	"http://www.amedisys.com/privacy.aspx,http://www.amedisys.com/our-company/contact-us.aspx"	"http://www.amedisys.com"	"www.amedisys.com"
"97"	"017158"	"AMEDISYS HOME HEALTH OF FORT PAYNE"	"2568448303"	"FORT PAYNE"	"AL"	"35967"	""	"www.amedisys.com"	"info@amedisys.com"	"info@amedisys.com"	"http://www.amedisys.com/privacy.aspx,http://www.amedisys.com/our-company/contact-us.aspx"	"http://www.amedisys.com"	"www.amedisys.com"
"98"	"017159"	"AMEDISYS HOME HEALTH"	"3347740370"	"DOTHAN"	"AL"	"36303"	""	"www.amedisys.com"	"info@amedisys.com"	"info@amedisys.com"	"http://www.amedisys.com/privacy.aspx,http://www.amedisys.com/our-company/contact-us.aspx"	"http://www.amedisys.com"	"www.amedisys.com"
"99"	"017160"	"CARESOUTH HOMECARE PROFESSIONALS"	"3347566225"	"VALLEY"	"AL"	"36854"	"http://www.caresouth.com/"	"www.caresouth.com"	""	""	""	"http://www.caresouth.com/"	"www.caresouth.com"
"100"	"017161"	"GENTIVA HEALTH SERVICES"	"2568813266"	"HUNTSVILLE"	"AL"	"35801"	"http://huntsville.gentivahomehealth.com"	"huntsville.gentivahomehealth.com"	""	""	""	"http://huntsville.gentivahomehealth.com"	"huntsville.gentivahomehealth.com,www.gentiva.com"
"101"	"017163"	"AMEDISYS HOME HEALTH OF MONROEVILLE"	"2515759195"	"MONROEVILLE"	"AL"	"36460"	""	"www.amedisys.com"	"info@amedisys.com"	"info@amedisys.com"	"http://www.amedisys.com/privacy.aspx,http://www.amedisys.com/our-company/contact-us.aspx"	"http://www.amedisys.com"	"www.amedisys.com"
"102"	"017164"	"GENTIVA HEALTH SERVICES"	"3349442290"	"DOTHAN"	"AL"	"36303"	"http://www.kindredathome.com/"	"www.kindredathome.com"	"compliance@kindred.com"	"compliance@kindred.com"	"http://www.kindredathome.com/about-us/,http://www.kindredathome.com/privacy-policy/,http://www.kindredathome.com/contact-us/"	"http://www.kindredathome.com/"	"www.kindredathome.com"
"103"	"017165"	"AMEDISYS HOME HEALTH OF FLORENCE"	"2567661817"	"FLORENCE"	"AL"	"35630"	""	""	""	""	""	""	""
"104"	"017166"	"GENTIVA HEALTH SERVICES"	"2057559926"	"CLANTON"	"AL"	"35045"	"http://clanton.gentivahomehealth.com"	"clanton.gentivahomehealth.com"	""	""	""	"http://clanton.gentivahomehealth.com"	"clanton.gentivahomehealth.com,www.gentiva.com"
"105"	"017167"	"GENTIVA HEALTH SERVICES"	"2053388440"	"PELL CITY"	"AL"	"35125"	"http://pellcity.gentivahomehealth.com"	"pellcity.gentivahomehealth.com"	""	""	""	"http://pellcity.gentivahomehealth.com"	"pellcity.gentivahomehealth.com,www.gentiva.com"
"106"	"017168"	"GENTIVA HEALTH SERVICES"	"2513160917"	"MOBILE"	"AL"	"36609"	"http://mobile.gentivahomehealth.com"	"mobile.gentivahomehealth.com"	""	""	""	"http://mobile.gentivahomehealth.com"	"mobile.gentivahomehealth.com,www.gentiva.com"
"107"	"017169"	"CV HOME HEALTH SERVICES"	"2055629615"	"VANCE"	"AL"	"35490"	""	""	""	""	""	""	""
"108"	"017170"	"GENTIVA HEALTH SERVICES"	"2052215234"	"JASPER"	"AL"	"35501"	"http://jasper.gentivahomehealth.com"	"jasper.gentivahomehealth.com"	""	""	""	"http://jasper.gentivahomehealth.com"	"jasper.gentivahomehealth.com,www.gentiva.com"
"109"	"017171"	"GENTIVA HEALTH SERVICES"	"2567392992"	"CULLMAN"	"AL"	"35055"	"http://cullman.gentivahomehealth.com"	"cullman.gentivahomehealth.com"	""	""	""	"http://cullman.gentivahomehealth.com"	"cullman.gentivahomehealth.com,www.gentiva.com"
"110"	"017172"	"WOODLAND HOME HEALTH SERVICES CRMC, LLC"	"2568414443"	"CULLMAN"	"AL"	"35055"	""	""	""	""	""	""	""
"111"	"017174"	"ULTRA CARE OF ETOWAH COUNTY"	"2564594971"	"GADSDEN"	"AL"	"35903"	"http://ultracareinc.net/"	"ultracareinc.net"	""	""	"http://ultracareinc.net/about-us,http://ultracareinc.net/contact-us"	"http://ultracareinc.net/"	"ultracareinc.net"
"112"	"017175"	"BROOKWOOD HOME HEALTH LLC"	"2058771754"	"HOMEWOOD"	"AL"	"35209"	""	""	""	""	""	""	""
"113"	"017176"	"ACE HOME HEALTH CARE"	"2563468223"	"MADISON"	"AL"	"35757"	""	""	""	""	""	""	""
"114"	"017177"	"SHOALS HOME SERVICES, LLC"	"2562469972"	"FLORENCE"	"AL"	"35630"	""	"shoalshomehealthcare.com"	""	""	""	"http://shoalshomehealthcare.com"	"shoalshomehealthcare.com"
"115"	"017300"	"AMEDISYS HOME HEALTH OF TUSCALOOSA"	"2057520606"	"TUSCALOOSA"	"AL"	"35406"	""	"www.amedisys.com"	"info@amedisys.com"	"info@amedisys.com"	"http://www.amedisys.com/privacy.aspx,http://www.amedisys.com/our-company/contact-us.aspx"	"http://www.amedisys.com"	"www.amedisys.com"
"116"	"017305"	"AMEDISYS HOME HEALTH OF ANNISTON"	"2568359099"	"ANNISTON"	"AL"	"36205"	""	""	""	""	""	""	""
"117"	"017307"	"GENTIVA HEALTH SERVICES"	"3342976900"	"PHENIX CITY"	"AL"	"36867"	"http://phenixcity.gentivahomehealth.com"	"phenixcity.gentivahomehealth.com"	""	""	""	"http://phenixcity.gentivahomehealth.com"	"phenixcity.gentivahomehealth.com,www.gentiva.com"
"118"	"017319"	"AMEDISYS HOME HEALTH OF MONTGOMERY"	"3342720313"	"MONTGOMERY"	"AL"	"36109"	""	"www.amedisys.com"	"info@amedisys.com"	"info@amedisys.com"	"http://www.amedisys.com/privacy.aspx,http://www.amedisys.com/our-company/contact-us.aspx"	"http://www.amedisys.com"	"www.amedisys.com"
"119"	"017320"	"AMEDISYS HOME HEALTH OF SELMA"	"3348752550"	"SELMA"	"AL"	"36701"	""	"www.amedisys.com"	"info@amedisys.com"	"info@amedisys.com"	"http://www.amedisys.com/privacy.aspx,http://www.amedisys.com/our-company/contact-us.aspx"	"http://www.amedisys.com"	"www.amedisys.com"
"120"	"017323"	"MONROE CO HOSP PROGRESSIVE HOM"	"2517437328"	"MONROEVILLE"	"AL"	"36461"	""	""	""	""	""	""	""
"121"	"017324"	"ALACARE HOME HEALTH AND HOSPICE"	"3345669238"	"TROY"	"AL"	"36081"	""	"alacare.com"	""	""	""	"http://alacare.com"	"alacare.com,www.twitter.com"
"122"	"017326"	"ALACARE HOME HEALTH & HOSPICE"	"2563555746"	"DECATUR"	"AL"	"35601"	""	"alacare.com"	""	""	""	"http://alacare.com"	"alacare.com"
"123"	"017327"	"AMEDISYS HOME HEALTH OF WALKER"	"2052952434"	"JASPER"	"AL"	"35501"	""	"www.amedisys.com"	"info@amedisys.com"	"info@amedisys.com"	"http://www.amedisys.com/privacy.aspx,http://www.amedisys.com/our-company/contact-us.aspx"	"http://www.amedisys.com"	"www.amedisys.com"
"124"	"017328"	"AMEDISYS HOME HEALTH OF BREWTON"	"2518091717"	"BREWTON"	"AL"	"36426"	""	"www.amedisys.com"	"info@amedisys.com"	"info@amedisys.com"	"http://www.amedisys.com/privacy.aspx,http://www.amedisys.com/our-company/contact-us.aspx"	"http://www.amedisys.com"	"www.amedisys.com"
"125"	"017801"	"AUTAUGA COUNTY HOME CARE"	"3343613753"	"PRATTVILLE"	"AL"	"36067"	"http://www.adph.org/autauga/"	"www.adph.org"	"darwina.johnson@adph.state.al.us"	"darwina.johnson@adph.state.al.us"	"http://www.adph.org/publications/assets/privacy.pdf"	"http://www.adph.org/autauga/"	"www.adph.org"
"126"	"017803"	"BARBOUR COUNTY HOME CARE"	"3347759044"	"CLAYTON"	"AL"	"36016"	""	"adph.org"	"wt.geary@adph.state.al.us"	"wt.geary@adph.state.al.us"	"http://adph.org/../publications/assets/privacy.pdf,http://adph.org/../healthcarefacilities"	"http://adph.org"	"adph.org"
"127"	"017812"	"MARENGO COUNTY HOME CARE AGENCY"	"3342950000"	"LINDEN"	"AL"	"36748"	"http://www.adph.org/"	"www.adph.org"	"wt.geary@adph.state.al.us"	"wt.geary@adph.state.al.us"	"http://www.adph.org/../publications/assets/privacy.pdf,http://www.adph.org/../healthcarefacilities"	"http://www.adph.org/"	"www.adph.org"
"128"	"017816"	"COFFEE COUNTY HOME CARE"	"3343479576"	"ENTERPRISE"	"AL"	"36330"	"http://www.adph.org/"	"www.adph.org"	"wt.geary@adph.state.al.us"	"wt.geary@adph.state.al.us"	"http://www.adph.org/../publications/assets/privacy.pdf,http://www.adph.org/../healthcarefacilities"	"http://www.adph.org/"	"www.adph.org"
"129"	"017817"	"NORTHWEST ALABAMA REGIONAL HOME CARE AGENCY"	"2563831234"	"SHEFFIELD"	"AL"	"35660"	"http://www.adph.org/"	"www.adph.org"	"wt.geary@adph.state.al.us"	"wt.geary@adph.state.al.us"	"http://www.adph.org/../publications/assets/privacy.pdf,http://www.adph.org/../healthcarefacilities"	"http://www.adph.org/"	"www.adph.org"
"130"	"017818"	"CONECUH COUNTY HOME CARE"	"2515785265"	"EVERGREEN"	"AL"	"36401"	""	""	""	""	""	""	""
"131"	"017824"	"DALLAS COUNTY HOME CARE"	"3348722323"	"SELMA"	"AL"	"36701"	""	""	""	""	""	""	""
"132"	"017825"	"DEKALB COUNTY HOME CARE"	"2568458680"	"FORT PAYNE"	"AL"	"35967"	""	"adph.org"	"wt.geary@adph.state.al.us"	"wt.geary@adph.state.al.us"	"http://adph.org/../publications/assets/privacy.pdf,http://adph.org/../healthcarefacilities"	"http://adph.org"	"adph.org,dekalbcountyal.us"
"133"	"017828"	"ETOWAH COUNTY HOME CARE"	"2565475012"	"GADSDEN"	"AL"	"35903"	""	""	""	""	""	""	""
"134"	"017831"	"GENEVA COUNTY HOME CARE"	"3346842259"	"HARTFORD"	"AL"	"36344"	"http://www.adph.org/"	"www.adph.org"	"wt.geary@adph.state.al.us"	"wt.geary@adph.state.al.us"	"http://www.adph.org/../publications/assets/privacy.pdf,http://www.adph.org/../healthcarefacilities"	"http://www.adph.org/"	"www.adph.org"
"135"	"017835"	"HOUSTON COUNTY HOME CARE"	"3346782805"	"DOTHAN"	"AL"	"36302"	""	""	""	""	""	""	""
"136"	"017836"	"JACKSON COUNTY HOME CARE"	"2562593694"	"SCOTTSBORO"	"AL"	"35769"	""	"www.jacksoncountyal.com"	""	""	""	"http://www.jacksoncountyal.com"	"www.jacksoncountyal.com,adph.state.al.us,adph.org"
"137"	"017847"	"MARION COUNTY HOME CARE"	"2059212859"	"HAMILTON"	"AL"	"35570"	""	"adph.org"	"wt.geary@adph.state.al.us"	"wt.geary@adph.state.al.us"	"http://adph.org/../publications/assets/privacy.pdf,http://adph.org/../healthcarefacilities"	"http://adph.org"	"adph.org,www.adph.org,mchsteammember.wix.com"
